Date,Category,User,Email,First Message,Session ID,Sentiment,Sentiment Score
2025-10-28 02:26,Error,visitor102444,,Στις αναφορες >συνταγες μου βγαζει κοστος παρασκευης σε ποσοστο αλλα οταν το περναω στο excel δεν το εμφανιζει καν,session_6f646e9c-a8c2-4a88-a8c9-9555d8dd7870,Neutral,0.0
2025-10-27 18:05,Billing,visitor102423,,ΘΕΛΩ ΝΑ ΓΡΑΦΕΙ ΔΙΠΛΑ ΣΤΑ ΣΤΑΤΙΣΤΙΚΑ ΤΗΝ ΤΙΜΗ ΠΟΥ ΕΧΩ ΟΡΙΣΕΙ ΣΤΟ ΚΑΘΕ ΣΥΣΤΑΤΙΚΟ,session_bd2fd676-af96-420f-9427-fcba32bfe09e,Neutral,0.0
2025-10-24 15:43,Greetings,visitor102337,,καλησπερα.,session_ebe0f8e2-0f75-4676-ab59-54a44be7f2c6,Neutral,0.0
2025-10-23 15:34,Billing,visitor102296,,πως μπορει να μου εμφανιζετε εκτος απο το ποσο του κοστους αριθμο αλλα και επι τις 100(%) ;;,session_d34e0fd7-8cbb-40f2-b6a4-e1e539abe76b,Neutral,0.0
2025-10-14 19:36,Error,visitor101954,,Καλησπερα σας,session_d2954f82-9762-4b35-96b1-7f80d731ced0,Neutral,0.0
2025-09-24 12:31,Other,visitor101219,,"на почту не пришло подтверждение, как зарегестрироваться?",session_4ed3c0c3-46d2-4163-a8d3-9bb5981e2a89,Neutral,0.0
2025-09-13 15:23,Usage,visitor100842,,пустой excel,session_21adffbe-5ab8-4603-aa10-0b247f423ebc,Neutral,0.0
2025-09-08 19:09,Greetings,visitor100629,,καλησπερα. θα ηθελα να ρωτησω εαν υπαρχει καποια επιλογη οσο αναφορα τα συστατικα να τα δω καπου ολα μαζι ή ισως να τα εκτυπωσω και να γραφει τιμες στα προιοντα,session_8477bb58-7827-4b2b-91a5-4a007c2ec825,Neutral,0.0
2025-09-05 16:12,Billing,visitor100513,,"Hello!  I want to enter the products I have purchased (with prices, quantities, and purchase dates) into the app. Could you please tell me how to do this? Additionally, I would like to know how to record sales.",session_72ae42a5-98c1-4a7d-be71-9a5b7b4b92f4,Positive,0.16
2025-09-05 15:22,Error,visitor100512,,these are the only ones I have,session_77467a7f-d4fa-4af8-a184-0f16b9961a94,Positive,0.1
2025-07-14 21:33,Greetings,visitor99072,,"καλησπέρα, υπάρχει δυνατότητα φόρτωσης συστατικών για να περάσω εγώ μετά τιμές προμηθευτών; Αν όχι πρέπει να τα περάσω ενα ένα;",session_594ea438-7064-4573-aec0-f702475170b5,Neutral,0.0
2025-07-07 17:26,Billing,visitor98830,,καλησπερα,session_f7c14e02-ad5d-4504-abee-39602ddca89e,Neutral,0.0
2025-06-26 14:59,Access,visitor98549,,Γειά σας. θα ήθελα να ρωτήσω πως μπορώ να αλλάξω το mail μου μέσα στο πρόγραμμα διοτί αυτό που είναι περασμένο δεν υπάρχει πλέον και δεν μπορώ καν να εχω πρόσβαση σε αυτό,session_1a8e1481-b20f-4d98-bd22-a4de39db7707,Neutral,0.0
2025-06-23 16:45,Usage,visitor98419,,ΘΕΛΩ να κάνω μαζική εξαγωγή συνταγών σε excel από το iPhone,session_87dd5d50-83ab-4ddc-b1d1-8a05bd4d1dfe,Neutral,0.0
2025-06-17 20:29,Other,visitor98198,,kalhspera,session_ccb94e4d-866c-46f6-97c1-8f2a2a993355,Neutral,0.0
2025-06-05 22:02,Billing,visitor97774,,Θα ήθελα να κάνω ανανέωση,session_bcea907b-9e60-4c5c-b506-4437b565e97f,Neutral,0.0
2025-06-03 12:16,Other,visitor97655,,θελω να χρησιμοποιήσω  το begginer,session_35581ad7-2397-4c37-8677-3cd858c9d87d,Neutral,0.0
2025-06-01 20:15,Usage,visitor97606,,καλησπέρα δεν μπορώ να μπω,session_635c2957-86a1-4da2-be55-235b009615da,Neutral,0.0
2025-05-31 16:26,Other,visitor97561,,den mporo na patisw epanw stis suntages,session_b826e332-2df1-470d-a4c6-3f201078f8e1,Neutral,0.0
2025-05-30 15:30,Usage,visitor97523,,πὼς καταχωρείται η συνταγή;,session_a3ff81b5-29a2-4a1e-b883-1fcaf4a071ae,Neutral,0.0
2025-05-20 11:19,Billing,visitor96991,,"καλημέρα , το τιμολόγιο πληρωμής πότε θα σταλθεί στο μέιλ ;",session_2acd37c6-2b25-4a2d-a85c-15614952c287,Neutral,0.0
2025-05-19 20:31,Other,visitor96960,,αλλαγή κωδικού,session_eea756f9-68b2-4ca3-a83c-0ccfc8d14b5b,Neutral,0.0
2025-05-18 10:17,Error,visitor96863,,"καλημερα , εχω φτιαξει μια υποσυνταγη ( κιμάς μιξ γάμου ) . Ενω τα γραμμαρια είναι σωστά στην τελική συνταγή μου βγάζει ένα αποτέλεσμα foodcost 442 ευρω για ένα μίνι burger .",session_ae63fc3b-8829-45ca-a6ea-d6106fd777f6,Neutral,0.0
2025-05-14 21:53,Error,visitor96689,,προσπαθώ να διαλέξω πρόγραμμα αλλά μου βγάζει λαθη,session_2ec8a67d-ac6f-4c82-b55e-7acf9ff04087,Neutral,0.0
2025-05-09 14:05,Greetings,visitor96442,,hello,session_d1746fa5-5845-42dd-afa5-2914d5b67e9c,Neutral,0.0
2025-05-06 10:42,Usage,visitor96266,,Καλημέρα,session_576d2732-c62f-4aa9-832e-80ae0f284fbb,Neutral,0.0
2025-04-25 09:13,Error,visitor95659,,"καλημέρα, προσπαθώ να κάνω είσοδο και δεν με αφήνει, ενώ έχω κάνει λογαριασμό οταν παω να κάνω είσοδο μου λέει λάθος κωδικος",session_e5e8e4d5-ed68-46eb-a872-063753d666fa,Positive,0.62
2025-04-23 13:23,Billing,visitor95550,,καλησπέρα σας - ήθελα να ρωτήσω αν μπορώ να ανεβάσω ένα αρχείο excel με τα προιόντα μου για bulk upload,session_d9ca450d-778c-458a-8b17-6e76b7611e9d,Neutral,0.0
2025-04-22 22:35,Error,visitor95515,,"μήπως είδατε το πρόβλημα με τις ""αλλαγές"" των συνταγών;",session_ff812cb4-de8a-4d78-864a-481024a9dab9,Neutral,0.0
2025-04-20 09:49,Error,visitor95396,,Χριστός Ανέστη και Χρόνια Πολλά,session_3d91a969-3b91-4959-8c34-a3318009e57b,Neutral,0.0
2025-04-17 14:22,Usage,visitor95306,,καλησπέρα σας,session_044a3078-de1f-4427-8f38-5daedc70fbde,Neutral,0.0
2025-04-15 17:39,Billing,visitor95193,,hello,session_4e7a17e0-1b67-491d-87d3-08d84a72adc5,Positive,0.5
2025-04-06 17:22,Access,visitor94655,,"Καλησπέρα, μπορώ να ανανεώσω για ένα μήνα καπος;, γιατί περιμένω να ξεκινήσω σεζόν για να πληρωθώ,και να κάνω ετήσια συνδρομή .",session_c29c92f7-9df0-4be1-a5b7-f72fe81158ec,Neutral,0.0
2025-03-29 20:50,Error,visitor94241,,καλησπέρα σας,session_55c2146a-90ec-4378-901b-97c4f33ebbd7,Neutral,0.0
2025-03-28 12:52,Error,visitor94150,,Καλησπερα.ερωτηση λίγη η συνδρομή μου την Κυριακή και αυτή την στιγμή δεν μπορώ να την ανανεώσω. θα την κάνω την ανανέωση δεύτερα η τρίτη..υπάρχει περίπτωση να χαθούν τα αρχεία μου?,session_0da969fe-4971-423c-8d54-ba4dfc763820,Neutral,0.0
2025-03-22 15:36,Usage,visitor93906,,"πως θα μπορούσα στην επιλογή μερίδες να βάζω δεκαδικό αριθμό; να είναι 2,5 μερίδες πχ",session_54ed8948-747e-4053-b9e5-37621fa7526b,Neutral,0.0
2025-03-19 21:54,Access,visitor93762,,δεν μου εχει ερθει ακομη το mail ενεργοποιησης,session_839423a3-2623-422a-a77e-cb11bb2025c9,Positive,0.5
2025-03-19 18:47,Access,visitor93754,,I didn't receive the activation email,session_a6d1b7f1-d1dc-400b-9eea-8b082c8ae5f6,Neutral,0.0
2025-03-18 16:04,Billing,visitor93683,,κωδικο προσφορας,session_fa5c841f-547a-47f1-8325-8a5093e4ead7,Neutral,0.0
2025-03-17 22:25,Other,visitor93654,,kalispera sas thelo na dokimaso to premioum paketo gia 6 mines na dwn an m kani,session_2ec2a49a-b021-489a-8617-7a94e210a890,Neutral,0.0
2025-03-04 14:21,Error,visitor93056,,Καλησπέρα σας. Χρησιμοποιώ την πλατφόρμα σας πολλά χρόνια τώρα αλλά τον τελευταίο μήνα αντιμετωπίζω πάρα πολλά προβλήματα με καθυστερήσεις όταν αποθηκεύω κάτι ή ψάχνω ένα υλικό. Αργεί πάρα πολύ κάποιες ώρες.,session_c23c817f-8f9d-440d-96d2-1192bfcc5dff,Neutral,0.0
2025-03-03 21:35,Access,visitor93040,,ΚΑΛΗΣΠΕΡΑ ΣΑΣ ΠΡΟΣΠΑΘΒ ΑΠΟ ΤΟ ΑΠΟΓΕΥΜΑ ΝΑ ΚΑΝΩ ΑΠΟ ΔΙΑΦΟΡΕΤΙΚΕΣ ΚΑΡΤΕΣ ΑΓΟΡΑ ΤΟΥ ΠΑΚΕΤΟΥ ΤΩΝ 90 ΕΥΡΩ ΚΑΙ ΔΥΣΤΥΧΩΣ ΔΕΝ ΓΙΝΕΤΑΙ ΝΑ ΚΑΝΩ ΑΓΟΡΑ ΤΟΥ ΠΑΚΕΤΟΥ.ΑΝ ΜΙΛΑΩ ΜΕ ΤΟΝ ΚΥΡΙΟ ΑΝΤΩΝΗ ΕΙΜΑΙ Ο ΚΩΝΣΤΑΝΤΙΝΟΣ Ο ΧΑΛΟΥΛΑΚΟΣ Ο ΦΙΛΟΣ ΤΟΥ ΙΩΣΗΦ ΠΟΥ ΕΙΧΑΜΕ ΣΥΝΕΡΓΑΣΤΕΙ ΣΤΑ ΙΕΚ(ΕΙΧΑ ΤΟ ΤΜΗΜΑ ΤΩΝ ΜΑΓΕΙΡΩΝ ΜΕΤΑ ΤΟΝ ΔΙΩΝΥΣΗ).ΑΝ ΥΠΑΡΧΕΙ ΚΑΠΟΙΟΣ ΑΛΛΟΣ ΤΡΟΠΟΣ ΑΓΟΡΑΣ ΤΟΥ ΠΑΚΕΤΟΥ ΠΑΡΑΚΑΛΩ ΣΤΕΙΛΤΕ ΜΟΥ ΕΝΑ ΜΕΙΛ ΣΤΟ hodrini@gmail.com ευχαριστω παρα πολυ,session_2a848f3f-e3a4-4488-a3f1-20b62ca6e1b5,Neutral,0.0
2025-02-14 11:48,Greetings,visitor92306,,ΚΑΛΗΣΠΕΡΑ,session_61018b30-9d3c-433d-ae58-c042662b7813,Neutral,0.0
2025-02-04 00:57,Greetings,visitor91876,,καλησπέρα,session_04844097-5e5c-4ee4-8e36-cf7e486616df,Neutral,0.0
2025-01-30 18:33,Greetings,visitor91690,,"καλησπερα σας, το site σας δεν μου φορτωνει",session_c04df1f6-254b-4d67-a2cf-b1ba3a75d8f4,Positive,0.7
2025-01-30 16:08,Billing,visitor91634,,"Καλησπερα , εχουμε αγορασει το costmenu το μεγαλο πακετο , θα θελαμε να μιλησουμε τηλεφωνηκα για καποιεσ επεξυγησεις . Το τηλεφωνο μου ειναι 6974060932 ή στειλετ μου ενα τηλεφωνο να επικοινωνησω εγω μαζι σασα",session_f106c2ed-5b95-43ef-810a-9adbb7cc5b0d,Neutral,0.0
2025-01-24 01:50,Error,visitor91280,,υπάρχει προβλημα στην σύνδεση?,session_802f6a0f-9d85-43c5-bc07-2324dcf321df,Neutral,0.0
2025-01-22 16:41,Billing,visitor91171,,i write the recipe and evrything and when im going to put prices it doesnt save anything,session_5fb968dc-b47b-4743-b2e9-ecd35e7aa193,Neutral,0.0
2025-01-21 13:33,Recipe,visitor91094,,καλησπέρα .όταν πάω να φτιάξω ένα καινούργιο μενού δεν με αφήνει να γράψω το όνομα μιας καινούργιας συνταγής,session_a77cbb8a-b7c4-47b8-b779-14dc1ce74831,Neutral,0.0
2025-01-14 18:40,Access,visitor90768,,διαγραφη λογαρισμου,session_833c0e9d-c47f-44bb-a0b6-c4f512ecbc30,Neutral,0.0
2025-01-14 11:08,Billing,visitor90729,,how to put the ingredients cost?,session_dd8fe467-42bc-4c4e-9ceb-647bc45c0c1a,Neutral,0.0
2025-01-04 12:27,Billing,visitor90387,,Καλησπέρα σας και Καλή Χρονιά.,session_5be9296d-8e6d-4352-ae95-a81ec1197d34,Neutral,0.0
2024-12-20 12:14,Greetings,visitor90076,,καλησπέρα σας και χρόνια πολλα,session_46e52f28-6783-4b0e-bfd9-db4abb8e0f0f,Neutral,0.0
2024-12-12 12:53,Error,visitor89752,,καλημέρα σας,session_55e96a4a-cfaf-46a8-9e15-e1f9ff85e475,Neutral,0.0
2024-12-10 13:50,Other,visitor89649,,δεν με αφηνει να συνδεθω παρ ολο που παταω κωδικο και αλλαξα κωδικομ,session_e499f2b6-cf62-4af4-b850-4986e53b432d,Neutral,0.0
2024-12-02 02:15,Error,visitor89284,,"καλημερα σας, προσπαθω να ανοιξω τη σελιδα με τη λιστα των συστατικων και εων εχω κοντα στα 200 συστατικα περμασενα δυστυχως δεν ανοιγει κατι",session_608fad0e-8fd7-4295-9c2b-bd9a3aa378a5,Neutral,0.0
2024-11-29 00:37,Access,visitor89176,,I made an account today,session_53dfd572-2ba2-45d1-a929-64309d9c59b1,Neutral,0.0
2024-11-28 13:11,Usage,visitor89132,,δεν μπορώ να συνδεθώ έπειτα από την εγγραφή μου,session_48e0310b-9503-4e3a-bb81-e537522922cf,Neutral,0.0
2024-11-23 15:08,Other,visitor88954,,δεν μου ανοίγει η εφαρμογή,session_891796e2-e1c0-486e-817d-270a9d1e78e0,Neutral,0.0
2024-11-19 23:06,Usage,visitor88820,,"Καλησπέρα, στην προσθήκη συνταγής μπορώ να γράψω την συνταγή στα αγγλικά? Γιατί το σύστημα δεν το περνάει και δεν μπορώ να προχωρήσω...",session_bba3f719-6fa0-4a34-9052-744f431dc508,Neutral,0.0
2024-11-18 17:57,Usage,visitor88762,,"καλησπέρα σας. Επειδή δουλεύαμε την κοστολόγηση μέσω excel  υπάρχει κάποιος τρόπος  γρήγορου Data entry σε προμηθευτές, συστατικά?",session_1da2635d-9681-42f3-a899-39b5ef7b6276,Positive,0.5
2024-11-13 21:58,Error,visitor88562,,Καλησπερα,session_782b811b-c46d-439b-bf70-6efb78ade1e7,Neutral,0.0
2024-10-28 21:35,Greetings,visitor87966,,hi,session_87e403f2-b3a6-4dbe-8a48-8c28a1d02ef9,Neutral,0.0
2024-10-25 16:10,Error,visitor87845,,καλησπέρα,session_c888609f-9543-4a66-8c32-337376af0723,Neutral,0.0
2024-10-19 10:11,Billing,visitor87551,,καλησπερα σασ στην αρχη επελεξα το προφεσιοναλ αλλα συνδεθηκα και πρην προχορισω αγορα πακετου θελω να το δωκιμασω προτα με το μπιγκινερ αλλα δεν με αφηνη μπωρειτε να το φτιαξετε,session_37ee4204-a83c-4995-baa7-4ed9af7b9cb6,Neutral,0.0
2024-10-14 21:42,Usage,visitor87379,,Can I save my recipes in PDF?,session_04e20287-2d7c-4df6-9bce-f21620afb2ca,Neutral,0.0
2024-10-02 22:51,Usage,visitor86968,,καλησπέρα σας,session_f67f2872-09c1-4d69-bf1e-e3342fca11bc,Neutral,0.0
2024-09-29 13:12,Usage,visitor86833,,ΠΩΣ ΚΑΤΑΧΩΡΩ ΝΕΟ ΠΡΟΜΗΘΕΥΤΗΣ,session_074a3414-e342-4105-87b4-306a346d065e,Neutral,0.0
2024-09-28 17:24,Greetings,visitor86811,,καλησπερα,session_cdaa09e1-8d75-4738-9746-d33c1b2b7865,Neutral,0.0
2024-09-21 13:17,Access,visitor86534,,Καλησπέρα μπορώ να σας κάνω μια ερώτηση παρακαλώ?,session_c7f4e4ec-aeb4-4ecf-9a9a-185bdffe4ffd,Neutral,0.0
2024-09-12 21:49,Billing,visitor86231,,Πως μπορώ να επεξεργαστώ το κόστος μιας συνταγής,session_db2b2b97-8a50-4260-8784-a19994085406,Neutral,0.0
2024-09-10 15:18,Greetings,visitor86132,,καλησπερα σας,session_e8755580-d029-49e7-8a82-e0de300a1017,Neutral,0.0
2024-09-09 14:07,Billing,visitor86093,,καλημέρα σας και καλή εβδομάδα,session_5d1e6c3e-ffb0-4ba2-bdbd-a1ea2d0e3c2e,Neutral,0.0
2024-09-05 16:51,Greetings,visitor86003,,"ΚΑΛΗΣΠΕΡΑ, ΕΧΩ ΜΙΑ ΕΡΩΤΗΣΗ ΣΧΤΙΚΑ ΜΕ ΤΟ ΠΡΟΓΡΑΜΜΑ\",session_1945b667-4911-43d9-8eb1-13dedc524798,Neutral,0.0
2024-08-28 16:32,Usage,visitor85789,,που μπορώ να συμπληρώσω την επαγγελματική μου ιδιοτητα,session_c02e17d8-a694-43b2-8bb0-bbb3fb5f8f7e,Neutral,0.0
2024-08-27 13:57,Other,visitor85747,,μπηκα απο google chrome,session_ef0af9f6-b863-49c2-8acc-ba01029e0cac,Neutral,0.0
2024-08-27 12:57,Error,visitor85736,,πατάω soya,session_1613e49e-50a5-4709-a8ea-5cae1f4ebc05,Neutral,0.0
2024-08-09 02:42,Billing,visitor85266,,"βαζω την τελικη τιμη καταλογου οριζω και την τιμη πωλησης χωρις φπα αλλα ο συντελεστης φπα γραφει επιλογη και δεν αλλαζει.παταω αποθηκευση και δεν αποθηκευει την τιμολογηση παρα μονο την κοστολογηση,",session_bf27e6f8-f7a3-4311-85e1-5441344b74d9,Neutral,0.0
2024-07-27 12:54,Usage,visitor84927,,πώς μπορώ να δω τις αρχειοθετημενες συνταγες,session_db4c1b0c-f21b-40ce-a99f-fce44956c67e,Neutral,0.0
2024-07-15 17:36,Error,visitor84607,,"Καλησπέρα σας, έκανα πριν λίγο εγγραφή, η οποία ολοκληρώθηκε με επιτυχία, αλλά δεν μπορώ να συνδεθώ με το email και τον κωδικό πρόσβασης. Μου εμφανίζει μήνυμα "" Tο email ή ο κωδικός πρόσβασης είναι λάθος.''",session_5359e7fa-2606-492e-bfcf-251525d72a8a,Neutral,0.0
2024-07-04 20:01,Greetings,visitor84283,,καλησπέρα . προσπαθουμε να συνδεθουμε με τους κωδικους μας αλλα δεν γινεται εδω και αρκετες μερες,session_190a5499-f35e-425a-b59d-122ad41870af,Neutral,0.0
2024-06-23 13:35,Greetings,visitor83882,,καλησπερα,session_bae51359-9433-424b-8e5f-a2b441d9ab54,Neutral,0.0
2024-05-30 16:06,Other,visitor82961,,Παρακαλώ επικοινωνήστε άμεσα μαζί μου,session_0ed9388c-efc0-4acd-ad31-df27faf2b698,Neutral,0.0
2024-04-23 01:58,Other,visitor81188,,den .e vazi,session_fed89e41-b4dc-475b-8092-3f033196c605,Neutral,0.0
2024-04-08 15:30,Access,visitor80340,,Καλησπερα σας. Προσπαθω να μπω με τους κωδικους μου και δεν μπορει να γινει η συνδεση. Δειχνει οτι παει να συνδεθει αλλα με πεταει πάλι στο παραθυρο για να βαλω τους κωδικους,session_de086744-8d5a-40fe-b59a-acc13d7c63eb,Neutral,0.0
2024-04-03 10:38,Access,visitor79965,,Καλημέρα θα μπορούσατε να μου στείλετε την απόδειξη για την ανανέωση τς σύννομης?,session_9637cc42-485b-4373-bece-0ea69eee6696,Neutral,0.0
2024-03-28 23:40,Usage,visitor79725,,δεν μπορω να συνδεθω στο προγραμμα,session_788c26cf-767c-46c2-9c1f-886b67d67aad,Neutral,0.0
2024-03-28 11:00,Usage,visitor79674,,ΚΑΛΗΜΕΡΑ,session_114b67b8-de6d-4407-aed8-01a0fd8b0c26,Neutral,0.0
2024-03-20 10:21,Error,visitor79308,,ΚΑΛΗΜΕΡΑ.ΕΧΩ ΕΝΑ ΠΡΟΒΛΗΜΑ ΑΠΟ ΕΧΘΕΣ .ΔΕΝ ΦΟΡΤΩΝΕΙ ΤΟ ΠΡΟΓΡΑΜΜΑ ΚΑΙ ΔΕΝ ΜΟΥ ΒΓΑΖΕΙ ΚΑΤΗΓΟΡΙΕΣ ΚΛΠ.ΚΟΛΛΑΕΙ ΣΤΟ ΣΗΜΕΙΟ ΠΟΥ ΦΟΡΤΩΝΕΙ.,session_bcc75ee3-97fa-46b6-8283-0e5bc3f5a9fe,Neutral,0.0
2024-03-19 13:28,Error,visitor79269,,καλημερα υπαρχει καποιο προβλημα? αργουν να φορτωσουν οι σελιδες,session_4e6bfed1-0508-4ccd-a46e-b33a5bfc0e91,Neutral,0.0
2024-03-19 09:41,Usage,visitor79255,,καλημέρα,session_435e59ac-22f9-48b7-846a-543d8c3c95c8,Neutral,0.0
2024-03-15 18:14,Usage,visitor79135,,Kαλησπέρα σας..Υπάρχει δυνατότητα να κλείσουμε ένα ραντεβού για να έρθετε στον χώρο μας να μας δείξετε απο κοντά πως ακριβώς λειτουργεί?,session_4fbb0a7d-6032-40e1-b8c7-ee599aae6717,Neutral,0.0
2024-03-08 15:46,Other,visitor78704,,Ρε παιδια φτιαξτε το site,session_d51b3efb-acce-4fc5-aac9-b3ce46ae89f0,Neutral,0.0
2024-03-03 20:46,Billing,visitor78412,,"καλησπερα μολις εκανα εγγραφη στο site.
Εχω επιλεξει Beginner δεν μου το αποδεχεται.
Στις ειδοποιησεις του λογαργιασμο μου υπαρχει  το μυνημα, Η συνδρομη σας εχει ληξει",session_1bbf9e47-e715-4746-8377-aec977d26542,Positive,0.44
2024-02-28 14:16,Error,visitor78221,,καλησπερα σας,session_1dd78a5a-6b1a-4870-84c3-d47acf9fb661,Neutral,0.0
2024-02-16 10:10,Billing,visitor77545,,ΚΑΛΗΜΕΡΑ,session_00a1c9f0-4662-4d5a-abe4-e75866c90080,Neutral,0.0
2024-02-15 16:49,Error,visitor77515,,καλησπέρα σας,session_524cb910-e0be-4fd4-ab5b-f241ac108de2,Neutral,0.0
2024-02-13 13:14,Access,visitor77382,,"good morning, I cant reset my password :(",session_3e85e2e9-80f6-4a54-a6fa-0c4124035e72,Positive,0.14
2024-02-08 15:09,Other,visitor77105,,θα ήθελα να εμφανίσω την εφαρμογή στο κινητό μου και στο laptop χωρίς να μπαίνω στο google .,session_3ec3aeae-0d81-4248-94d0-dd44eff9472f,Neutral,0.0
2024-02-07 18:53,Access,visitor77065,,καλησπερα δημιουργησα λογαριασμο νε το mail Nikos.lampad@gmail.com αλλα δεν μπορω να συνδεθω για να δοκιμασω την εφαρμογη σας,session_0764ef7d-6471-4c2c-9744-8e024b9a87e9,Neutral,0.0
2024-02-07 01:08,Other,visitor77025,,THA EISAI STI HORECA?,session_43d1049b-fac0-4d80-8b22-e8c5e93fa060,Neutral,0.0
2024-02-04 23:25,Usage,visitor76883,,Καλησπερα σας που βλεπω τις αρχειθετημενες συνταγες?,session_d60e309a-d9fe-4d97-8d8d-58524fc64781,Neutral,0.0
2024-02-02 14:09,Units,visitor76804,,hallo,session_f0c8f960-5f20-4b23-99c7-8a38bfb1f6de,Neutral,0.0
2024-01-29 18:41,Greetings,visitor76589,,καλησπερα θελω να βγαλω κοστολογια μια coctail,session_ba0a32c2-0b30-4720-ac5d-2e38607f355e,Neutral,0.0
2024-01-26 11:48,Greetings,visitor76432,,"Καλησπέρα σας,",session_29c69664-8894-45bb-ad46-638dee46e564,Neutral,0.0
2024-01-24 10:52,Error,visitor76332,,ΚΑΛΗΜΕΡΑ!,session_1a9b8ab8-66ce-4d74-8f0f-0b8f9a9876c5,Neutral,0.0
2024-01-23 19:01,Error,visitor76318,,δεν μπορώ να συνδεθώ,session_32cc683e-9cae-4dd3-94f2-6dbb4c41bab6,Neutral,0.0
2024-01-22 16:53,Usage,visitor76223,,kals,session_6b52e565-a554-408d-bd3b-52de68fc005c,Neutral,0.0
2024-01-21 11:53,Billing,visitor76173,,ΘΕΛΩ ΝΑ ΔΙΟΡΘΩΣΩ ΤΙΜΗ ΣΤΗΝ ΚΟΣΤΟΛΟΓΗΣΗ,session_a10789af-259c-45a8-863a-4b45fe5a0a4a,Neutral,0.0
2024-01-20 21:30,Billing,visitor76164,,Γειά σας,session_c3c9add4-53ea-4600-9415-9a594a71d183,Neutral,0.0
2024-01-18 20:10,Billing,visitor76076,,"καλησπερα,
ποτε ληγει το πακετο μου για να το ανανεωσω?",session_690ff5c4-6922-4bbf-b6a8-b46f6508dcf7,Neutral,0.0
